Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,month
Sunshine North,2,h,715000.0,S,Douglas,2016-10-15,13.3,1,2,588.0,Brimbank City Council,-37.7674,144.8362,Western Metropolitan,4217.0,10
Sunshine North,4,h,735000.0,S,Douglas,2016-04-16,13.3,2,5,635.0,Brimbank City Council,-37.7693,144.8351,Western Metropolitan,4217.0,4
Sunshine North,3,h,635800.0,SP,Douglas,2016-04-16,13.3,1,1,602.0,Brimbank City Council,-37.7696,144.84,Western Metropolitan,4217.0,4
Sunshine North,3,h,432500.0,S,GL,2016-07-16,13.3,1,1,581.0,Brimbank City Council,-37.7602,144.8316,Western Metropolitan,4217.0,7
Sunshine North,3,h,621000.0,S,Douglas,2016-09-17,13.3,1,1,619.0,Brimbank City Council,-37.7665,144.8358,Western Metropolitan,4217.0,9
Sunshine North,3,h,490000.0,S,Douglas,2017-03-18,13.3,1,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,4217.0,3
Sunshine North,3,h,580000.0,SP,Barry,2017-03-18,13.3,1,1,0.0,Brimbank City Council,-37.7652,144.8376,Western Metropolitan,4217.0,3
Sunshine North,3,h,680000.0,SP,Barry,2017-03-18,13.3,1,2,553.0,Brimbank City Council,-37.7706,144.8422,Western Metropolitan,4217.0,3
Sunshine North,3,h,700000.0,S,Barry,2016-06-18,13.3,1,2,538.0,Brimbank City Council,-37.7704,144.8384,Western Metropolitan,4217.0,6
Sunshine North,3,h,480000.0,S,Douglas,2016-06-18,13.3,1,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,4217.0,6
Sunshine North,3,h,650000.0,PI,Douglas,2016-11-19,13.3,1,2,476.0,Brimbank City Council,-37.769,144.8441,Western Metropolitan,4217.0,11
Sunshine North,5,h,1050000.0,S,Douglas,2016-11-19,13.3,3,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,4217.0,11
Sunshine North,2,h,1190000.0,S,YPA,2016-11-19,13.3,1,6,968.0,Brimbank City Council,-37.7698,144.8362,Western Metropolitan,4217.0,11
Sunshine North,3,h,457000.0,S,Barry,2016-05-22,13.3,1,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,4217.0,5
Sunshine North,3,h,591000.0,S,First,2016-05-22,13.3,1,2,673.0,Brimbank City Council,-37.7623,144.8272,Western Metropolitan,4217.0,5
Sunshine North,3,h,665000.0,S,Stockdale,2016-05-22,13.3,1,2,707.0,Brimbank City Council,-37.7676,144.8339,Western Metropolitan,4217.0,5
Sunshine North,3,h,710000.0,S,GL,2016-08-22,13.3,1,1,610.0,Brimbank City Council,-37.7719,144.8414,Western Metropolitan,4217.0,8
Sunshine North,3,h,545000.0,S,Sweeney,2016-08-22,13.3,1,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,4217.0,8
Sunshine North,3,h,650000.0,S,Barry,2016-09-24,13.3,1,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,4217.0,9
Sunshine North,4,h,705000.0,S,Douglas,2017-02-25,13.3,2,1,570.0,Brimbank City Council,-37.7749,144.8329,Western Metropolitan,4217.0,2
Sunshine North,3,h,520000.0,S,Barry,2017-02-25,13.3,1,1,535.0,Brimbank City Council,-37.757,144.8313,Western Metropolitan,4217.0,2
Sunshine North,3,h,540000.0,PI,FN,2016-07-26,13.3,1,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,4217.0,7
Sunshine North,3,h,620000.0,SP,Douglas,2016-07-26,13.3,3,2,221.0,Brimbank City Council,-37.7708,144.8401,Western Metropolitan,4217.0,7
Sunshine North,3,h,503000.0,S,Douglas,2016-06-27,13.3,1,1,251.0,Brimbank City Council,-37.7682,144.8335,Western Metropolitan,4217.0,6
Sunshine North,3,h,700000.0,PI,Sweeney,2016-11-27,13.3,1,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,4217.0,11
Sunshine North,4,h,785000.0,S,Melbourne,2016-05-28,13.3,2,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,4217.0,5
Sunshine North,5,h,1000000.0,S,Douglas,2016-05-28,13.3,2,1,786.0,Brimbank City Council,-37.7743,144.8425,Western Metropolitan,4217.0,5
Sunshine North,3,h,600000.0,S,Barry,2016-08-28,13.3,1,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,4217.0,8
Sunshine North,3,h,650000.0,VB,GL,2016-08-28,13.3,1,1,556.0,Brimbank City Council,-37.7699,144.8422,Western Metropolitan,4217.0,8
Sunshine North,3,u,530000.0,S,Douglas,2016-08-28,13.3,1,1,477.8968565815324,Brimbank City Council,,,Western Metropolitan,4217.0,8
Sunshine North,3,h,871000.0,S,Douglas,2016-08-28,13.3,1,2,694.0,Brimbank City Council,-37.7741,144.8354,Western Metropolitan,4217.0,8
Sunshine North,3,t,495000.0,SP,Barry,2016-07-30,13.3,1,2,286.92402148887186,Brimbank City Council,,,Western Metropolitan,4217.0,7
Sunshine West,4,h,661000.0,S,Sweeney,2016-03-09,13.5,2,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,6763.0,3
Sunshine West,3,h,496000.0,S,Barry,2016-03-09,13.5,1,2,780.0,Brimbank City Council,-37.8004,144.8105,Western Metropolitan,6763.0,3
Sunshine West,3,h,488000.0,S,Barry,2016-03-12,13.5,1,2,538.0,Brimbank City Council,-37.7952,144.8126,Western Metropolitan,6763.0,3
Sunshine West,3,h,560000.0,S,Barry,2016-03-12,13.5,1,3,582.0,Brimbank City Council,-37.7906,144.7929,Western Metropolitan,6763.0,3
Sunshine West,3,h,478000.0,S,Barry,2016-03-12,13.5,1,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,6763.0,3
Sunshine West,3,h,615000.0,S,Melbourne,2016-03-12,13.5,2,6,667.0,Brimbank City Council,-37.7969,144.8086,Western Metropolitan,6763.0,3
Sunshine West,3,t,450000.0,SP,Douglas,2016-04-06,13.5,3,1,344.0,Brimbank City Council,-37.7967,144.8083,Western Metropolitan,6763.0,4
Sunshine West,3,h,531000.0,S,Greg,2016-07-05,13.5,1,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,6763.0,7
Sunshine West,3,h,581000.0,SP,Jas,2016-07-05,13.5,1,4,656.0,Brimbank City Council,-37.7939,144.8091,Western Metropolitan,6763.0,7
Sunshine West,3,h,388500.0,S,Barry,2016-07-05,13.5,1,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,6763.0,7
Sunshine West,4,h,625000.0,S,Bells,2016-07-11,13.5,2,2,611.0,Brimbank City Council,-37.7917,144.8196,Western Metropolitan,6763.0,7
Sunshine West,4,h,645400.0,S,Barry,2016-07-11,13.5,2,3,765.0,Brimbank City Council,-37.786,144.815,Western Metropolitan,6763.0,7
Sunshine West,3,h,465000.0,S,Bells,2016-07-11,13.5,1,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,6763.0,7
Sunshine West,3,h,680000.0,S,Douglas,2016-07-11,13.5,1,2,726.0,Brimbank City Council,-37.7905,144.8073,Western Metropolitan,6763.0,7
Sunshine West,3,h,605000.0,S,Sweeney,2016-07-11,13.5,1,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,6763.0,7
Sunshine West,3,h,490000.0,S,Barry,2016-08-10,13.5,1,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,6763.0,8
Sunshine West,3,h,620000.0,S,Bells,2016-08-10,13.5,1,4,699.0,Brimbank City Council,-37.7905,144.8033,Western Metropolitan,6763.0,8
Sunshine West,3,h,470000.0,S,Douglas,2016-10-09,13.5,1,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,6763.0,10
Sunshine West,3,u,545000.0,S,Barry,2016-10-12,13.5,2,1,240.0,Brimbank City Council,-37.7891,144.8152,Western Metropolitan,6763.0,10
Sunshine West,5,h,621000.0,SP,Barry,2016-10-12,13.5,2,2,596.0,Brimbank City Council,-37.7981,144.7936,Western Metropolitan,6763.0,10
Sunshine West,3,h,515000.0,S,Barry,2016-10-12,13.5,1,1,620.0,Brimbank City Council,-37.7968,144.8142,Western Metropolitan,6763.0,10
Sunshine West,3,h,611000.0,S,Douglas,2016-10-12,13.5,1,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,6763.0,10
Sunshine West,3,h,550000.0,S,Barry,2017-11-03,13.5,1,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,6763.0,11
Sunshine West,4,h,601000.0,S,Barry,2017-11-03,13.5,1,4,520.0,Brimbank City Council,-37.7942,144.8112,Western Metropolitan,6763.0,11
Sunshine West,3,h,687000.0,S,Sweeney,2016-12-11,13.5,1,1,695.0,Brimbank City Council,-37.7853,144.8114,Western Metropolitan,6763.0,12
Sunshine West,3,h,668000.0,S,Barry,2016-12-11,13.5,1,2,697.0,Brimbank City Council,-37.7897,144.7964,Western Metropolitan,6763.0,12
Sunshine West,3,h,485000.0,S,hockingstuart,2016-12-11,13.5,4,2,482.0,Brimbank City Council,-37.7904,144.8133,Western Metropolitan,6763.0,12
Sunshine West,4,h,510000.0,SP,Barry,2016-08-13,13.5,1,1,672.0,Brimbank City Council,-37.7871,144.8083,Western Metropolitan,6763.0,8
Sunshine West,3,h,665000.0,S,Bells,2016-05-14,13.5,3,2,699.0,Brimbank City Council,-37.7872,144.7975,Western Metropolitan,6763.0,5
Sunshine West,3,h,500000.0,SP,Barry,2016-05-14,13.5,1,1,541.0,Brimbank City Council,-37.7928,144.804,Western Metropolitan,6763.0,5
Sunshine West,4,h,670000.0,S,Bells,2016-05-14,13.5,2,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,6763.0,5
Sunshine West,3,h,825000.0,S,Barry,2016-10-15,13.5,1,0,792.0,Brimbank City Council,-37.7913,144.80200000000002,Western Metropolitan,6763.0,10
Sunshine West,3,h,480000.0,PI,Barry,2016-04-16,13.5,1,2,696.0,Brimbank City Council,-37.7836,144.7988,Western Metropolitan,6763.0,4
Sunshine West,3,h,540000.0,PI,Barry,2016-04-16,13.5,1,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,6763.0,4
Sunshine West,3,h,555000.0,S,Barry,2016-04-16,13.5,1,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,6763.0,4
Sunshine West,3,h,544500.0,S,Melbourne,2016-04-16,13.5,2,2,696.0,Brimbank City Council,-37.7841,144.8052,Western Metropolitan,6763.0,4
Sunshine West,2,u,345000.0,PI,Douglas,2016-04-16,13.5,1,1,477.8968565815324,Brimbank City Council,,,Western Metropolitan,6763.0,4
Sunshine West,4,h,621000.0,S,Barry,2016-07-16,13.5,1,1,700.0,Brimbank City Council,-37.7902,144.8102,Western Metropolitan,6763.0,7
Sunshine West,3,h,575000.0,S,Douglas,2016-09-17,13.5,1,2,686.0,Brimbank City Council,-37.7901,144.8068,Western Metropolitan,6763.0,9
Sunshine West,3,h,650000.0,SP,Prof.,2017-03-18,13.5,1,3,612.0,Brimbank City Council,-37.7916,144.82,Western Metropolitan,6763.0,3
Sunshine West,3,h,593000.0,S,Sweeney,2017-03-18,13.5,1,1,534.0,Brimbank City Council,-37.796,144.8108,Western Metropolitan,6763.0,3
Sunshine West,3,h,690000.0,S,Burnham,2017-03-18,13.5,1,0,540.0,Brimbank City Council,-37.789,144.8195,Western Metropolitan,6763.0,3
Sunshine West,3,h,625000.0,S,Bells,2017-03-18,13.5,1,2,650.0,Brimbank City Council,-37.7968,144.8086,Western Metropolitan,6763.0,3
Sunshine West,3,h,660000.0,S,Douglas,2017-03-18,13.5,1,4,700.0,Brimbank City Council,-37.7845,144.8131,Western Metropolitan,6763.0,3
Sunshine West,3,t,640000.0,S,Sweeney,2017-03-18,13.5,1,2,286.92402148887186,Brimbank City Council,,,Western Metropolitan,6763.0,3
Sunshine West,3,h,472500.0,SP,Biggin,2016-06-18,13.5,1,1,586.0,Brimbank City Council,-37.791,144.7925,Western Metropolitan,6763.0,6
Sunshine West,3,h,547500.0,S,Douglas,2016-06-18,13.5,1,2,603.0,Brimbank City Council,-37.7891,144.82299999999998,Western Metropolitan,6763.0,6
Sunshine West,3,h,590000.0,S,Sweeney,2016-06-18,13.5,2,4,697.0,Brimbank City Council,-37.7896,144.8018,Western Metropolitan,6763.0,6
Sunshine West,3,h,540000.0,S,Barry,2016-06-18,13.5,1,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,6763.0,6
Sunshine West,1,h,280000.0,SP,Jas,2016-11-19,13.5,1,2,0.0,Brimbank City Council,-37.7913,144.7889,Western Metropolitan,6763.0,11
Sunshine West,4,h,451500.0,S,Barry,2016-08-22,13.5,2,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,6763.0,8
Sunshine West,3,h,555000.0,S,Barry,2016-08-22,13.5,1,1,836.0,Brimbank City Council,-37.8003,144.8097,Western Metropolitan,6763.0,8
Sunshine West,3,h,587000.0,S,Barry,2016-08-22,13.5,1,1,694.0,Brimbank City Council,-37.7892,144.8137,Western Metropolitan,6763.0,8
Sunshine West,3,h,600000.0,PI,Bells,2016-08-22,13.5,2,2,579.0,Brimbank City Council,-37.7968,144.7991,Western Metropolitan,6763.0,8
Sunshine West,3,h,622500.0,S,Douglas,2016-09-24,13.5,1,1,534.0,Brimbank City Council,-37.7887,144.8231,Western Metropolitan,6763.0,9
Sunshine West,3,h,540000.0,SP,Barry,2016-09-24,13.5,1,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,6763.0,9
Sunshine West,2,u,455000.0,S,hockingstuart,2016-09-24,13.5,1,1,477.8968565815324,Brimbank City Council,,,Western Metropolitan,6763.0,9
Sunshine West,2,u,350000.0,S,Bells,2016-09-24,13.5,1,1,235.0,Brimbank City Council,-37.7847,144.8146,Western Metropolitan,6763.0,9
Sunshine West,4,h,657000.0,S,hockingstuart,2017-02-25,13.5,2,4,651.0,Brimbank City Council,-37.7914,144.7918,Western Metropolitan,6763.0,2
Sunshine West,3,h,795000.0,S,Sweeney,2017-02-25,13.5,1,2,739.0,Brimbank City Council,-37.7921,144.8234,Western Metropolitan,6763.0,2
Sunshine West,3,h,682000.0,S,Barry,2016-07-26,13.5,1,1,694.0,Brimbank City Council,-37.7894,144.8027,Western Metropolitan,6763.0,7
Sunshine West,3,h,520000.0,S,Barry,2016-06-27,13.5,1,2,691.0,Brimbank City Council,-37.7886,144.8138,Western Metropolitan,6763.0,6
Sunshine West,3,h,470000.0,S,Homes,2016-06-27,13.5,1,1,591.0,Brimbank City Council,-37.7987,144.8196,Western Metropolitan,6763.0,6
Sunshine West,3,h,400000.0,VB,Barry,2016-06-27,13.5,1,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,6763.0,6
Sunshine West,3,h,586000.0,S,Barry,2016-06-27,13.5,1,1,701.0,Brimbank City Council,-37.7843,144.8052,Western Metropolitan,6763.0,6
Sunshine West,3,h,305000.0,SP,Jellis,2016-06-27,13.5,1,2,367.0,Brimbank City Council,-37.8018,144.8246,Western Metropolitan,6763.0,6
Sunshine West,4,h,705000.0,S,Douglas,2016-11-27,13.5,2,4,759.0,Brimbank City Council,-37.7951,144.8213,Western Metropolitan,6763.0,11
Sunshine West,3,h,486000.0,S,Barry,2016-11-27,13.5,1,2,539.0,Brimbank City Council,-37.7963,144.8046,Western Metropolitan,6763.0,11
Sunshine West,4,h,645000.0,VB,Barry,2016-11-27,13.5,2,3,616.0,Brimbank City Council,-37.7904,144.7999,Western Metropolitan,6763.0,11
Sunshine West,3,h,530000.0,S,Barry,2016-11-27,13.5,1,1,623.0,Brimbank City Council,-37.8004,144.8138,Western Metropolitan,6763.0,11
Sunshine West,3,h,500000.0,SP,Barry,2016-11-27,13.5,1,2,627.0,Brimbank City Council,-37.8023,144.8227,Western Metropolitan,6763.0,11
Sunshine West,3,t,510000.0,SP,Barry,2016-05-28,13.5,2,1,333.0,Brimbank City Council,-37.7912,144.8215,Western Metropolitan,6763.0,5
Sunshine West,3,h,418000.0,SP,Calder,2016-05-28,13.5,1,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,6763.0,5
Sunshine West,5,h,715000.0,S,Douglas,2016-08-28,13.5,2,2,654.0,Brimbank City Council,-37.7907,144.821,Western Metropolitan,6763.0,8
Sunshine West,2,u,230000.0,PI,Barry,2016-08-28,13.5,1,1,477.8968565815324,Brimbank City Council,,,Western Metropolitan,6763.0,8
Sunshine West,3,h,545000.0,S,Barry,2016-08-28,13.5,1,2,512.0,Brimbank City Council,-37.7913,144.8122,Western Metropolitan,6763.0,8
Sunshine West,2,u,462000.0,SP,Jas,2016-08-28,13.5,1,1,477.8968565815324,Brimbank City Council,,,Western Metropolitan,6763.0,8
Sunshine West,3,u,370000.0,S,Melbourne,2016-08-28,13.5,1,1,477.8968565815324,Brimbank City Council,,,Western Metropolitan,6763.0,8
Sunshine West,3,h,750500.0,S,Jas,2016-08-28,13.5,2,6,805.0,Brimbank City Council,-37.7966,144.7928,Western Metropolitan,6763.0,8
Sunshine West,3,h,451000.0,S,Douglas,2016-07-30,13.5,1,6,655.0,Brimbank City Council,-37.8022,144.8235,Western Metropolitan,6763.0,7
Surrey Hills,4,h,2440000.0,S,Marshall,2016-03-09,11.2,3,2,596.0,Boroondara City Council,-37.8154,145.0927,Southern Metropolitan,5457.0,3
Surrey Hills,3,t,1110000.0,S,Fletchers,2016-03-09,11.2,2,2,401.0,Boroondara City Council,-37.8332,145.1105,Southern Metropolitan,5457.0,3
Surrey Hills,4,h,2128000.0,S,Fletchers,2016-03-09,11.2,3,2,771.0,Boroondara City Council,-37.8239,145.0969,Southern Metropolitan,5457.0,3
Surrey Hills,3,h,2009000.0,S,Noel,2016-03-09,11.2,1,2,843.0,Boroondara City Council,-37.821999999999996,145.0897,Southern Metropolitan,5457.0,3
Surrey Hills,5,h,2200000.0,VB,RT,2016-03-09,11.2,3,2,735.0,Boroondara City Council,-37.8175,145.0987,Southern Metropolitan,5457.0,3
Surrey Hills,3,t,1330500.0,S,Fletchers,2016-03-12,11.2,2,2,226.0,Boroondara City Council,-37.8275,145.0958,Southern Metropolitan,5457.0,3
Surrey Hills,3,t,1325000.0,SP,Fletchers,2016-03-12,11.2,2,1,302.0,Boroondara City Council,-37.8289,145.1005,Southern Metropolitan,5457.0,3
Surrey Hills,3,u,930000.0,S,Fletchers,2016-04-02,11.2,2,2,252.0,Boroondara City Council,-37.8344,145.1114,Southern Metropolitan,5457.0,4
Surrey Hills,2,u,640000.0,VB,Jellis,2017-04-03,11.2,1,1,0.0,Boroondara City Council,-37.8356,145.1029,Southern Metropolitan,5457.0,4
Surrey Hills,2,u,745000.0,S,Jellis,2017-04-03,11.2,1,1,161.0,Boroondara City Council,-37.8327,145.106,Southern Metropolitan,5457.0,4
Surrey Hills,3,h,2100000.0,S,hockingstuart,2016-04-06,11.2,2,2,1255.0,Boroondara City Council,-37.8322,145.1056,Southern Metropolitan,5457.0,4
Surrey Hills,3,h,1700000.0,VB,Fletchers,2016-04-06,11.2,1,1,763.0,Boroondara City Council,-37.8148,145.0965,Southern Metropolitan,5457.0,4
Surrey Hills,4,h,2500000.0,VB,Jellis,2016-06-08,11.2,2,2,783.0,Boroondara City Council,-37.8181,145.0913,Southern Metropolitan,5457.0,6
Surrey Hills,3,h,1910000.0,S,Marshall,2016-06-08,11.2,2,1,404.0,Boroondara City Council,-37.8203,145.088,Southern Metropolitan,5457.0,6
Surrey Hills,2,h,1018000.0,S,RT,2016-06-08,11.2,1,2,391.0,Boroondara City Council,-37.8364,145.1099,Southern Metropolitan,5457.0,6
Surrey Hills,4,h,2200000.0,S,Jellis,2016-07-05,11.2,2,2,734.0,Boroondara City Council,-37.8286,145.092,Southern Metropolitan,5457.0,7
Surrey Hills,3,u,736000.0,S,Barry,2016-07-05,11.2,1,2,195.0,Boroondara City Council,-37.8287,145.1022,Southern Metropolitan,5457.0,7
Surrey Hills,2,u,770000.0,S,Fletchers,2016-07-11,11.2,1,1,156.0,Boroondara City Council,-37.8275,145.0919,Southern Metropolitan,5457.0,7
Surrey Hills,4,h,2345000.0,S,Marshall,2016-07-11,11.2,2,2,798.0,Boroondara City Council,-37.8223,145.0954,Southern Metropolitan,5457.0,7
Surrey Hills,4,h,2860000.0,S,Marshall,2016-07-11,11.2,2,2,779.0,Boroondara City Council,-37.8185,145.0878,Southern Metropolitan,5457.0,7
Surrey Hills,3,t,1453000.0,S,Fletchers,2016-07-11,11.2,1,2,286.92402148887186,Boroondara City Council,,,Southern Metropolitan,5457.0,7
Surrey Hills,4,h,1530000.0,S,Fletchers,2016-08-10,11.2,2,2,486.0,Boroondara City Council,-37.8258,145.1116,Southern Metropolitan,5457.0,8
Surrey Hills,4,h,1930000.0,PI,Ray,2016-08-10,11.2,2,2,867.0,Boroondara City Council,-37.8346,145.1059,Southern Metropolitan,5457.0,8
Surrey Hills,4,h,1812500.0,S,Marshall,2016-08-10,11.2,2,2,715.0,Boroondara City Council,-37.8325,145.1114,Southern Metropolitan,5457.0,8
Surrey Hills,2,u,760000.0,S,Noel,2016-08-10,11.2,1,1,681.0,Boroondara City Council,-37.8159,145.091,Southern Metropolitan,5457.0,8
Surrey Hills,2,t,711000.0,S,Noel,2016-08-10,11.2,1,2,286.92402148887186,Boroondara City Council,,,Southern Metropolitan,5457.0,8
Surrey Hills,4,h,1300000.0,VB,Fletchers,2016-10-09,11.2,2,2,809.0,Boroondara City Council,-37.8337,145.1118,Southern Metropolitan,5457.0,10
Surrey Hills,3,h,1864000.0,S,Jellis,2016-10-09,11.2,2,1,405.0,Boroondara City Council,-37.8203,145.0881,Southern Metropolitan,5457.0,10
Surrey Hills,3,h,2200000.0,VB,Fletchers,2016-10-09,11.2,2,4,816.0,Boroondara City Council,-37.8304,145.0934,Southern Metropolitan,5457.0,10
Surrey Hills,3,h,1960000.0,S,Marshall,2016-10-12,11.2,2,2,585.0,Boroondara City Council,-37.8167,145.0924,Southern Metropolitan,5457.0,10
Surrey Hills,2,h,680000.0,PI,Noel,2016-10-12,11.2,1,1,387.0,Boroondara City Council,-37.8269,145.1039,Southern Metropolitan,5457.0,10
Surrey Hills,4,h,1455000.0,S,Jellis,2016-10-12,11.2,2,1,494.0,Boroondara City Council,-37.8317,145.0901,Southern Metropolitan,5457.0,10
Surrey Hills,5,h,2630000.0,S,Marshall,2016-10-12,11.2,3,2,777.0,Boroondara City Council,-37.8287,145.1054,Southern Metropolitan,5457.0,10
Surrey Hills,3,u,880000.0,S,Fletchers,2017-11-02,11.2,1,2,217.0,Boroondara City Council,-37.8287,145.1014,Southern Metropolitan,5457.0,11
Surrey Hills,5,h,1650000.0,VB,hockingstuart,2016-12-06,11.2,5,2,693.0,Boroondara City Council,-37.8339,145.0937,Southern Metropolitan,5457.0,12
Surrey Hills,3,h,1755000.0,S,Fletchers,2016-12-11,11.2,2,2,808.0,Boroondara City Council,-37.832,145.11,Southern Metropolitan,5457.0,12
Surrey Hills,4,h,1700000.0,S,Marshall,2016-12-11,11.2,1,1,579.0,Boroondara City Council,-37.8224,145.0959,Southern Metropolitan,5457.0,12
Surrey Hills,4,h,1900000.0,VB,Marshall,2016-12-11,11.2,2,2,648.7162568807339,Boroondara City Council,,,Southern Metropolitan,5457.0,12
Surrey Hills,2,u,805000.0,S,hockingstuart,2016-08-13,11.2,1,2,297.0,Boroondara City Council,-37.8255,145.092,Southern Metropolitan,5457.0,8
Surrey Hills,5,h,1975000.0,VB,Marshall,2016-08-13,11.2,2,2,641.0,Boroondara City Council,-37.8354,145.1001,Southern Metropolitan,5457.0,8
Surrey Hills,4,t,1280000.0,S,Hamilton,2016-05-14,11.2,2,2,286.92402148887186,Boroondara City Council,,,Southern Metropolitan,5457.0,5
Surrey Hills,2,u,610000.0,PI,Marshall,2016-10-15,11.2,1,1,102.0,Boroondara City Council,-37.8288,145.1048,Southern Metropolitan,5457.0,10
Surrey Hills,4,h,2003000.0,S,Jellis,2016-10-15,11.2,2,1,383.0,Boroondara City Council,-37.8234,145.0923,Southern Metropolitan,5457.0,10
Surrey Hills,2,u,831000.0,S,Noel,2016-10-15,11.2,1,1,982.0,Boroondara City Council,-37.8203,145.0955,Southern Metropolitan,5457.0,10
Surrey Hills,5,h,1350000.0,S,Fletchers,2016-04-16,11.2,2,2,677.0,Boroondara City Council,-37.8316,145.1049,Southern Metropolitan,5457.0,4
Surrey Hills,2,u,550000.0,SP,Jellis,2016-04-16,11.2,1,1,174.0,Boroondara City Council,-37.8291,145.1015,Southern Metropolitan,5457.0,4
Surrey Hills,4,h,1850000.0,VB,Marshall,2016-04-16,11.2,2,2,612.0,Boroondara City Council,-37.8345,145.1009,Southern Metropolitan,5457.0,4
Surrey Hills,4,h,2050000.0,VB,Jellis,2016-04-16,11.2,2,2,949.0,Boroondara City Council,-37.8188,145.0984,Southern Metropolitan,5457.0,4
Surrey Hills,5,h,2100000.0,PI,Ray,2016-07-16,11.2,2,2,1025.0,Boroondara City Council,-37.8286,145.1094,Southern Metropolitan,5457.0,7
Surrey Hills,3,h,1150000.0,S,Marshall,2016-09-17,11.2,2,1,247.0,Boroondara City Council,-37.836,145.1046,Southern Metropolitan,5457.0,9
Surrey Hills,2,u,823000.0,S,Fletchers,2016-09-17,11.2,1,2,165.0,Boroondara City Council,-37.821999999999996,145.0989,Southern Metropolitan,5457.0,9
Surrey Hills,5,h,2100000.0,VB,Marshall,2016-09-17,11.2,4,3,827.0,Boroondara City Council,-37.8323,145.0904,Southern Metropolitan,5457.0,9
Surrey Hills,2,t,770500.0,S,Jellis,2016-09-17,11.2,2,1,88.0,Boroondara City Council,-37.819,145.0888,Southern Metropolitan,5457.0,9
Surrey Hills,4,h,1250000.0,PI,Jellis,2016-09-17,11.2,2,2,457.0,Boroondara City Council,-37.8361,145.1078,Southern Metropolitan,5457.0,9
Surrey Hills,2,u,600000.0,PI,Noel,2016-09-17,11.2,1,1,101.0,Boroondara City Council,-37.8263,145.0962,Southern Metropolitan,5457.0,9
Surrey Hills,3,t,1080000.0,VB,hockingstuart,2017-03-18,11.2,1,2,286.92402148887186,Boroondara City Council,,,Southern Metropolitan,5457.0,3
Surrey Hills,3,t,1520000.0,S,Harcourts,2017-03-18,11.2,1,2,286.92402148887186,Boroondara City Council,,,Southern Metropolitan,5457.0,3
Surrey Hills,4,h,2060000.0,S,Fletchers,2017-03-18,11.2,2,2,745.0,Boroondara City Council,-37.8299,145.1088,Southern Metropolitan,5457.0,3
Surrey Hills,4,h,1750000.0,PI,Jellis,2017-03-18,11.2,2,3,817.0,Boroondara City Council,-37.8312,145.0928,Southern Metropolitan,5457.0,3
Surrey Hills,4,h,1725000.0,S,Jellis,2016-06-18,11.2,2,2,798.0,Boroondara City Council,-37.8308,145.0916,Southern Metropolitan,5457.0,6
Surrey Hills,4,h,1703000.0,S,Marshall,2016-11-19,11.2,2,2,648.7162568807339,Boroondara City Council,,,Southern Metropolitan,5457.0,11
Surrey Hills,2,u,620000.0,S,Fletchers,2016-11-19,11.2,1,1,96.0,Boroondara City Council,-37.8305,145.0961,Southern Metropolitan,5457.0,11
Surrey Hills,2,u,562500.0,S,Jellis,2016-11-19,11.2,1,0,0.0,Boroondara City Council,-37.8138,145.0879,Southern Metropolitan,5457.0,11
Surrey Hills,4,h,1850000.0,S,Nelson,2016-05-22,11.2,2,2,632.0,Boroondara City Council,-37.8173,145.1003,Southern Metropolitan,5457.0,5
Surrey Hills,4,h,2125000.0,PI,Marshall,2016-05-22,11.2,2,2,702.0,Boroondara City Council,-37.8345,145.095,Southern Metropolitan,5457.0,5
Surrey Hills,2,u,656000.0,S,Fletchers,2016-05-22,11.2,1,1,951.0,Boroondara City Council,-37.8261,145.0902,Southern Metropolitan,5457.0,5
